X_Minimum;X_Maximum;X_Rank;Y_Minimum;Y_Maximum;Y_Rank;Pixels_Areas;X_Perimeter;Y_Perimeter;Sum_of_Luminosity;Minimum_of_Luminosity;Maximum_of_Luminosity;Luminosity_Rank;Length_of_Conveyer;TypeOfSteel_A300;TypeOfSteel_A400;Steel_Plate_Thickness;Edges_Index;Empty_Index;Square_Index;Outside_X_Index;Edges_X_Index;Edges_Y_Index;Outside_Global_Index;LogOfAreas;Log_X_Index;Log_Y_Index;Orientation_Index;Luminosity_Index;SigmoidOfAreas;Class
385;399;14;4138007;4138019;12;125;17;13;14167;83;141;58;1356;1;0;200;5678;256;8571;103;8235;9231;0;20969;11461;10792;-1429;-1146;2901;1
1536;1561;25;48398;48463;65;479;61;67;43294;82;102;20;1692;0;1;300;1549;7052;3846;148;4098;9701;1;26803;13979;18129;6154;-2939;9998;1
254;299;45;65006;65100;94;1695;145;133;159918;80;108;28;1692;0;1;300;3002;5993;4787;266;3103;7068;1;32292;16532;19731;5213;-2629;1;1
1567;1580;13;72307;72355;48;326;35;49;31251;87;109;22;1692;0;1;300;1324;4776;2708;77;3714;9796;1;25132;11139;16812;7292;-2511;8952;1
259;270;11;88576;88613;37;204;28;37;16370;71;93;22;1692;0;1;300;3061;4988;2973;65;3929;1;1;23096;10414;15682;7027;-3731;6678;1
237;262;25;95111;95180;69;714;79;78;65282;80;103;23;1692;0;1;300;2801;5861;3623;148;3165;8846;1;28537;13979;18389;6377;-2857;9999;1
235;251;16;103892;103932;40;297;48;42;28658;89;108;19;1692;0;1;300;2778;5359;4;95;3333;9524;1;24728;12041;16021;6;-2462;9048;1
237;252;15;109868;109903;35;301;42;35;29002;89;103;14;1692;0;1;300;2801;4267;4286;89;3571;1;1;24786;11761;15441;5714;-2473;8153;1
1569;1585;16;116177;116204;27;218;36;32;23865;93;124;31;1692;0;1;300;1265;4954;5926;95;4444;8438;1;23385;12041;14314;4074;-1447;7037;1
247;272;25;165496;165553;57;744;72;65;73055;77;111;34;1692;0;1;300;292;4779;4386;148;3472;8769;1;28716;13979;17559;5614;-2329;9994;1
1563;1579;16;173199;173219;20;174;30;27;20469;106;127;21;1692;0;1;300;1336;4563;8;95;5333;7407;1;22406;12041;1301;2;-809;5296;1
1578;1592;14;178458;178484;26;168;36;29;18671;99;124;25;1692;0;1;300;1182;5385;5385;83;3889;8965;1;22253;11461;1415;4615;-1317;6015;1
239;268;29;182093;182154;61;703;123;87;71130;63;111;48;1692;0;1;300;2825;6026;4754;171;2358;7012;1;2847;14624;17853;5246;-2095;9999;1
244;261;17;184455;184498;43;460;49;44;46972;86;111;25;1692;0;1;300;2884;3707;3954;1;3469;9773;1;26628;12305;16335;6047;-2022;9457;1
1579;1600;21;188073;188125;52;509;68;57;53843;49;124;75;1692;0;1;300;1088;5339;4038;124;3088;9123;1;27067;13222;1716;5961;-1736;9949;1
1568;1584;16;195161;195188;27;192;44;28;24070;112;140;28;1692;0;1;300;1277;5556;5926;95;3636;9643;1;22833;12041;14314;4074;-206;7037;1
243;254;11;205684;205730;46;305;37;46;14320;7;86;79;1692;0;1;300;2872;3972;2391;65;2973;1;1;24843;10414;16628;7609;-6332;7955;1
1587;1602;15;211409;211458;49;323;51;53;33607;88;119;31;1692;0;1;300;1064;5605;3061;89;2941;9245;1;25092;11761;16902;6939;-1871;9471;1
1586;1598;12;214533;214550;17;123;19;17;10646;77;103;26;1692;0;1;300;1111;3971;7059;71;6316;1;1;20899;10792;12305;2941;-3238;3419;1
253;265;12;220228;220253;25;200;30;25;18651;66;108;42;1692;0;1;300;2991;3333;48;71;4;1;1;2301;10792;13979;52;-2715;4963;1
256;280;24;225183;225253;70;833;91;80;86329;85;117;32;1692;0;1;300;3026;5042;3429;142;2637;875;1;29207;13802;18451;6571;-1903;9999;1
253;271;18;232415;232440;25;196;29;27;19434;90;110;20;1692;0;1;300;2991;5644;72;106;6207;9259;1;22923;12553;13979;28;-2254;7281;1
251;275;24;256288;256329;41;430;73;59;49094;93;127;34;1692;0;1;300;2967;563;5854;142;3288;6949;1;26335;13802;16128;4146;-108;9895;1
246;262;16;267240;267297;57;549;54;58;60860;94;124;30;1692;0;1;300;2908;398;2807;95;2963;9828;1;27396;12041;17559;7193;-1339;9831;1
1572;1610;38;337559;337645;86;1570;176;128;128770;29;111;82;1692;0;1;300;969;5196;4419;225;2159;6719;1;31959;15798;19345;5581;-3592;1;1
265;297;32;492514;492654;140;2293;107;140;217759;82;116;34;1353;0;1;300;3917;4882;2286;236;2991;1;1;33604;15051;21461;7714;-2581;1;1
294;340;46;497209;497529;320;4860;406;366;552220;96;133;37;1353;0;1;300;4346;6698;1437;34;1133;8743;1;36866;16628;25052;8562;-1123;1;1
325;385;60;508368;508656;288;6102;251;303;655912;87;133;46;1353;0;1;300;4804;6469;2083;443;239;9505;1;37855;17781;24594;7917;-1602;1;1
1197;1210;13;61803;61826;23;122;30;28;13961;107;127;20;1394;0;1;120;264;592;5652;93;4333;8214;1;20864;11139;13617;4348;-106;4946;1
1230;1244;14;86773;86815;42;279;58;51;35410;118;141;23;1396;0;1;120;2178;5255;3333;1;2414;8235;1;24456;11461;16233;6667;-85;8705;1
1224;1248;24;133270;133321;51;461;64;60;54676;112;132;20;1396;0;1;120;212;6234;4706;172;375;85;1;26637;13802;17076;5294;-734;9979;1
1589;1601;12;3051375;3051391;16;87;33;19;10070;108;127;19;1690;0;1;70;1053;5469;75;71;3636;8421;1;19395;10792;12041;25;-957;3241;1
1573;1591;18;3116210;3116226;16;99;35;20;10357;97;116;19;1692;0;1;70;1194;6563;8889;106;5143;8;0;19956;12553;12041;-1111;-1827;4763;1
1595;1622;27;3127441;3127611;170;1421;239;204;162939;104;127;23;1692;0;1;70;827;6904;1588;16;113;8333;1;31526;14314;22304;8412;-1042;1;1
1580;1590;10;3160372;3160387;15;87;20;15;9275;99;124;25;1690;0;1;70;1183;42;6667;59;5;1;1;19395;1;11761;3333;-1671;266;1
1613;1627;14;3225473;3225496;23;137;32;25;15359;103;126;23;1692;0;1;70;768;5745;6087;83;4375;92;1;21367;11461;13617;3913;-1241;5329;1
1237;1246;9;9737743;9737771;28;171;28;28;17727;95;117;22;1362;0;1;40;1703;3214;3214;66;3214;1;1;2233;9542;14472;6786;-1901;417;1
1325;1340;15;9767941;9767962;21;229;25;23;25182;101;127;26;1362;0;1;40;323;273;7143;11;6;913;1;23598;11761;13222;2857;-1409;5212;1
1271;1301;30;9831578;9831856;278;2962;231;284;342202;101;127;26;1362;0;1;40;896;6448;1079;22;1299;9789;1;34716;14771;2444;8921;-974;1;1
1;8;7;111151;111213;62;318;12;62;21582;19;99;80;1687;1;0;80;12;2673;1129;41;5833;1;1;25024;8451;17924;8871;-4698;7065;1
1365;1378;13;3990693;3990730;37;353;13;38;27389;45;108;63;1387;0;1;50;13;2661;3514;94;1;9737;1;25478;11139;15682;6486;-3938;767;1
1365;1374;9;4174907;4174926;19;115;9;19;9441;44;109;65;1387;0;1;50;188;3275;4737;65;1;1;1;20607;9542;12787;5263;-3586;2942;1
1372;1378;6;4309441;4309470;29;101;7;29;7514;44;95;51;1387;0;1;50;13;4195;2069;43;8571;1;1;20043;7782;14624;7931;-4188;2984;1
0;13;13;235757;235999;242;1934;82;246;178741;11;127;116;1353;0;1;70;0;3853;537;96;1585;9837;1;32865;11139;23838;9463;-278;1;1
0;5;5;286956;287014;58;148;8;58;14298;61;121;60;1353;0;1;70;0;4897;862;37;625;1;1;21703;699;17634;9138;-2453;4796;1
0;13;13;438867;438919;52;260;23;56;27344;46;127;81;1353;0;1;70;0;6154;25;96;5652;9286;1;2415;11139;1716;75;-1784;9236;1
0;33;33;570024;570254;230;3325;117;257;326345;0;134;134;1353;0;1;70;0;5619;1435;244;2821;8949;1;35218;15185;23617;8565;-2332;1;1
0;12;12;645933;645992;59;309;13;59;27035;36;117;81;1353;0;1;70;0;5636;2034;89;9231;1;1;249;10792;17708;7966;-3165;9373;1
0;17;17;889681;889721;40;247;46;61;31824;121;141;20;1353;0;1;70;0;6368;425;126;3696;6557;1;23927;12305;16021;575;66;9254;1
1705;1713;8;389963;389978;15;102;9;15;8359;70;95;25;1715;0;1;50;23;15;5333;47;8889;1;1;20086;9031;11761;4667;-3598;2288;1
51;64;13;661248;661284;36;297;59;43;34779;110;127;17;1353;0;1;70;754;3654;3611;96;2203;8372;1;24728;11139;15563;6389;-852;7512;1
1672;1712;40;116120;116370;250;5323;245;395;460547;19;120;101;1715;0;1;50;35;4677;16;233;1633;6329;1;37262;16021;23979;84;-3241;1;1
39;46;7;1135364;1135377;13;52;13;13;5448;87;126;39;1688;1;0;60;462;4286;5385;41;5385;1;1;1716;8451;11139;4615;-1815;1965;1
2;15;13;2629644;2629668;24;200;23;24;18075;77;110;33;1686;1;0;60;24;359;5417;77;5652;1;1;2301;11139;13802;4583;-2939;5162;1
1644;1661;17;1554711;1554760;49;468;70;54;41524;80;101;21;1692;1;0;70;366;4382;3469;1;2429;9074;1;26702;12305;16902;6531;-3068;9718;1
1641;1666;25;1606625;1606671;46;652;49;48;56018;73;108;35;1688;1;0;70;261;433;5435;148;5102;9583;1;28142;13979;16628;4565;-3288;9965;1
1677;1686;9;1846237;1846251;14;93;13;14;5606;42;84;42;1692;1;0;70;71;2619;6429;53;6923;1;1;19685;9542;11461;3571;-5291;2359;1
1381;1447;66;3515903;3516104;201;6965;271;317;650853;68;124;56;1686;1;0;70;2835;475;3284;391;2435;6341;1;38429;18195;23032;6716;-27;1;1
192;218;26;1283513;1283536;23;244;39;25;30769;113;140;27;1652;1;0;69;2324;592;8846;157;6667;92;0;23874;1415;13617;-1154;-148;8778;1
1543;1562;19;1312943;1312948;5;51;21;9;5843;102;127;25;1652;1;0;69;109;4632;2632;115;9048;5556;0;17076;12787;699;-7368;-1049;2007;1
833;856;23;276547;276554;7;80;24;12;9778;103;143;40;1692;1;0;143;9846;5031;3043;136;9583;5833;0;19031;13617;8451;-6956;-451;2806;1
507;521;14;835980;835993;13;121;18;17;15526;119;141;22;1360;0;1;180;7456;3352;9286;103;7778;7647;0;20828;11461;11139;-714;25;3097;1
780;804;24;3746641;3746649;8;99;30;18;13131;125;143;18;1378;0;1;40;8331;4844;3333;174;8;4444;0;19956;13802;9031;-6667;362;3241;1
35;52;17;3780021;3780044;23;252;21;23;27453;87;127;40;1378;0;1;40;508;3555;7391;123;8095;1;1;24014;12305;13617;2609;-1489;6438;1
1015;1034;19;3982273;3982278;5;55;22;11;7553;132;143;11;1374;0;1;40;4949;4211;2632;138;8636;4545;0;17404;12787;699;-7368;729;2007;1
1146;1223;77;3997970;3998180;210;3432;258;330;389429;92;143;51;1366;0;1;40;2094;7878;3667;564;2984;6364;1;35356;18865;23222;6333;-1135;1;1
1228;1267;39;4015601;4015618;17;271;56;26;32459;112;134;22;1370;0;1;40;1504;5913;4359;285;6964;6539;0;2433;15911;12305;-5641;-643;9172;1
406;417;11;4025551;4025564;13;89;14;13;11759;125;143;18;1370;0;1;40;5927;3776;8461;8;7857;1;1;19494;10414;11139;1539;322;257;1
1291;1305;14;4046506;4046520;14;131;16;15;13742;95;118;23;1346;0;1;40;609;3316;1;104;875;9333;5;21173;11461;11461;0;-1805;33;1
1295;1308;13;4061997;4062020;23;138;25;25;7331;21;79;58;1348;0;1;40;593;5385;5652;96;52;92;1;21399;11139;13617;4348;-585;4946;1
127;136;9;503783;503796;13;68;13;13;7873;102;134;32;1354;0;1;40;1876;4188;6923;66;6923;1;1;18325;9542;11139;3077;-955;2253;1
1199;1207;8;585934;585950;16;90;13;16;11422;114;141;27;1354;0;1;40;2171;2969;5;59;6154;1;1;19542;9031;12041;5;-85;2384;1
221;245;24;638591;638600;9;72;36;12;9217;120;140;20;1352;0;1;40;3269;6667;375;178;6667;75;0;18573;13802;9542;-625;1;3601;1
1251;1258;7;660048;660060;12;57;12;12;6994;114;140;26;1352;0;1;40;1391;3214;5833;52;5833;1;1;17559;8451;10792;4167;-414;1892;1
23;32;9;893638;893649;11;63;10;11;7769;111;140;29;1350;0;1;40;341;3636;8182;67;9;1;1;17993;9542;10414;1818;-366;2051;1
1327;1332;5;1432108;1432144;36;105;14;36;12615;111;135;24;1354;0;1;40;325;4167;1389;37;3571;1;1;20212;699;15563;8611;-614;3068;1
1323;1328;5;1484300;1484326;26;86;13;26;10024;108;126;18;1352;0;1;40;355;3385;1923;37;3846;1;1;19345;699;1415;8077;-894;2408;1
1329;1332;3;1508691;1508724;33;74;12;33;8995;112;132;20;1352;0;1;40;296;2525;909;22;25;1;1;18692;4771;15185;9091;-504;2051;1
381;425;44;2601604;2601606;2;82;44;4;10361;58;188;130;1374;0;1;40;5546;682;454;32;1;5;0;19138;16435;301;-9546;-129;1934;1
99;129;30;2634035;2634039;4;75;30;7;9556;104;149;45;1376;0;1;40;1439;375;1333;218;1;5714;0;18751;14771;6021;-8667;-46;2288;1
1392;1415;23;1215744;1215749;5;82;23;6;10827;123;141;18;1630;1;0;100;2638;287;2174;141;1;8333;0;19138;13617;699;-7826;315;223;1
1338;1350;12;1313692;1313714;22;126;32;24;16734;125;143;18;1630;1;0;100;3436;5227;5454;74;375;9167;1;21004;10792;13424;4545;376;4366;1
607;611;4;210504;210509;5;18;4;5;2034;102;124;22;1694;1;0;100;7167;1;8;24;1;1;1;12553;6021;699;2;-1172;1322;1
62;75;13;424657;424662;5;35;13;6;4606;125;143;18;1362;0;1;180;91;4615;3846;95;1;8333;0;15441;11139;699;-6154;281;1706;1
155;187;32;673270;673281;11;129;50;25;16937;123;141;18;1354;0;1;50;2289;6335;3438;236;64;44;0;21106;15051;10414;-6563;257;5822;1
754;772;18;739337;739349;12;90;28;20;9057;91;111;20;1353;1;0;50;8588;5833;6667;133;6429;6;0;19542;12553;10792;-3333;-2138;3601;1
552;597;45;1211332;1211367;35;824;100;61;93355;100;134;34;1694;1;0;80;6517;4768;7778;266;45;5738;0;29159;16532;15441;-2222;-1149;9998;1
526;676;150;1470973;1471038;65;1939;192;116;239860;109;247;138;1692;1;0;80;6217;8011;4333;887;7813;5603;0;32876;21761;18129;-5667;-336;1;1
741;756;15;614880;614919;39;392;19;39;40498;77;127;50;1360;1;0;150;8882;3299;3846;11;7895;1;1;25933;11761;15911;6154;-1929;8682;1
132;148;16;682028;682128;100;836;38;101;86830;80;129;49;1360;1;0;150;1941;4775;16;118;4211;9901;1;29222;12041;2;84;-1886;9998;1
1288;1302;14;1388373;1388398;25;159;25;29;18514;105;128;23;1687;1;0;80;4564;5457;56;83;56;8621;1;22014;11461;13979;44;-903;5789;1
214;226;12;238008;238020;12;113;12;12;11369;86;115;29;1687;1;0;80;2537;2153;1;71;1;1;5;20531;10792;10792;0;-214;2583;1
656;666;10;336137;336152;15;114;10;15;11618;77;122;45;1687;1;0;80;7777;24;6667;59;1;1;1;20569;1;11761;3333;-2038;266;1
507;517;10;399348;399363;15;116;10;15;11910;75;123;48;1687;1;0;80;6011;2267;6667;59;1;1;1;20645;1;11761;3333;-1979;266;1
530;538;8;508200;508224;24;169;9;24;18067;87;127;40;1687;1;0;80;6283;1198;3333;47;8889;1;1;22279;9031;13802;6667;-1648;3241;1
1112;1133;21;808169;808480;311;3583;130;314;349860;65;122;57;1687;1;0;80;6568;4514;675;125;1615;9905;1;35543;13222;24928;9325;-2371;1;1
0;20;20;843312;843472;160;1613;104;172;144769;72;104;32;1687;1;0;80;0;4959;125;119;1923;9302;1;32076;1301;22041;875;-2988;1;1
0;12;12;864919;865043;124;745;42;125;55239;56;94;38;1687;1;0;80;0;4993;968;71;2857;992;1;28722;10792;20934;9032;-4207;9996;1
0;21;21;881709;881856;147;1949;68;162;144252;56;99;43;1687;1;0;80;0;3686;1429;125;3088;9074;1;32898;13222;21673;8571;-4218;1;1
649;661;12;911696;911833;137;806;61;140;87496;83;132;49;1687;1;0;80;7694;5097;876;71;1967;9786;1;29063;10792;21367;9124;-1519;9999;1
0;9;9;950080;950188;108;709;39;108;68984;81;110;29;1687;1;0;80;0;2706;833;53;2308;1;1;28507;9542;20334;9167;-2399;9886;1
0;14;14;971696;971813;117;949;43;118;76361;59;106;47;1687;1;0;80;0;4206;1197;83;3256;9915;1;29773;11461;20682;8803;-3714;9999;1
0;14;14;990037;990193;156;1183;80;162;91488;57;101;44;1687;1;0;80;0;4583;897;83;175;963;1;3073;11461;21931;9103;-3958;1;1
0;14;14;1007200;1007319;119;996;45;120;78978;59;106;47;1687;1;0;80;0;4022;1177;83;3111;9917;1;29983;11461;20756;8824;-3805;9999;1
0;14;14;1030360;1030463;103;754;55;106;61497;63;106;43;1687;1;0;80;0;4771;1359;83;2546;9717;1;28774;11461;20128;8641;-3628;9995;1
0;14;14;1041924;1042036;112;862;37;113;69375;63;101;38;1687;1;0;80;0;4503;125;83;3784;9912;1;29355;11461;20492;875;-3712;9998;1
1289;1301;12;1132484;1132492;8;61;16;13;7145;105;127;22;1687;1;0;80;4576;3646;6667;71;75;6154;0;17853;10792;9031;-3333;-849;2018;1
1598;1607;9;2932024;2932064;40;169;34;43;17673;85;120;35;1687;1;0;80;948;5306;225;53;2647;9302;1;22279;9542;16021;775;-183;5951;1
196;209;13;652754;652766;12;54;22;22;6470;110;129;19;1467;1;0;100;2672;6539;9231;89;5909;5454;0;17324;11139;10792;-769;-64;2739;1
702;725;23;1715826;1715848;22;333;28;27;35740;91;123;32;1623;1;0;100;8651;3419;9565;142;8214;8148;0;25224;13617;13424;-435;-1615;7955;1
436;453;17;1120537;1120571;34;369;18;34;41469;52;148;96;1687;0;1;150;5169;3616;5;101;9444;1;1;2567;12305;15315;5;-122;8627;1
844;868;24;71768;71798;30;360;52;48;45627;113;141;28;1687;0;1;200;971;5;8;142;4615;625;1;25563;13802;14771;2;-98;9419;1
419;427;8;261033;261064;31;185;15;31;20399;97;124;27;1687;0;1;200;4967;254;2581;47;5333;1;1;22672;9031;14914;7419;-1386;4106;1
721;732;11;5169308;5169335;27;226;12;27;24102;84;133;49;1373;0;1;40;9337;2391;4074;8;9167;1;1;23541;10414;14314;5926;-1668;4913;1
15;149;134;2278497;2278909;412;37334;908;903;3918209;19;134;115;1387;0;1;40;216;3238;3252;966;1476;4563;1;45721;21271;26149;6748;-1801;1;1
1269;1290;21;340471;340499;28;230;41;42;20570;82;101;19;1353;0;1;70;931;6088;75;155;5122;6667;1;23617;13222;14472;25;-3013;8705;1
1176;1208;32;360880;360936;56;1467;37;68;146487;83;124;41;1353;0;1;70;2143;1814;5714;236;8649;8235;1;31664;15051;17482;4286;-2199;9999;1
1152;1178;26;371477;371575;98;1283;109;118;160146;110;136;26;1353;0;1;70;2587;4965;2653;192;2385;8305;1;31082;1415;19912;7347;-248;1;1
1299;1305;6;385532;385557;25;107;13;26;10888;96;111;15;1353;0;1;70;71;2867;24;44;4615;9615;1;20294;7782;13979;76;-205;266;1
1331;1344;13;397980;398111;131;788;67;137;65200;61;96;35;1353;0;1;70;133;5373;992;96;194;9562;1;28965;11139;21173;9008;-3536;9999;1
1064;1079;15;406616;406673;57;419;40;60;44609;97;119;22;1353;0;1;70;405;5099;2632;111;375;95;1;26222;11761;17559;7368;-1682;9755;1
1258;1270;12;422864;422886;22;184;21;24;16987;85;103;18;1353;0;1;70;1227;303;5454;89;5714;9167;1;22648;10792;13424;4545;-2787;4366;1
1155;1172;17;430639;430674;35;260;34;42;27974;96;119;23;1353;0;1;70;2675;563;4857;126;5;8333;1;2415;12305;15441;5143;-1594;8756;1
1111;1130;19;2527319;2527390;71;747;62;72;76627;85;127;42;1280;1;0;100;2344;4463;2676;148;3065;9861;1;28733;12787;18513;7324;-1986;9991;1
1495;1560;65;123779;123815;36;1002;97;64;99456;87;116;29;1633;0;1;300;894;5718;5538;398;6701;5625;0;30009;18129;15563;-4462;-2245;1;1
1440;1450;10;220121;220146;25;138;17;25;16548;101;133;32;1633;0;1;250;2241;448;4;61;5882;1;1;21399;1;13979;6;-632;4138;1
1287;1302;15;3204829;3204845;16;191;17;16;20590;67;133;66;1627;0;1;40;3995;2042;9375;92;8824;1;1;2281;11761;12041;625;-1578;3977;1
1117;1154;37;1194359;1194414;55;1055;69;56;110262;72;125;53;1687;1;0;80;6319;4816;6727;219;5362;9821;1;30233;15682;17404;3273;-1835;1;1
1376;1384;8;3467552;3467567;15;64;14;15;6761;91;116;25;1690;1;0;60;3621;4667;5333;47;5714;1;1;18062;9031;11761;4667;-1747;2288;1
88;106;18;327251;327262;11;109;18;11;11746;100;119;19;1692;1;0;70;104;4495;6111;106;1;1;0;20374;12553;10414;-3889;-1581;3329;1
844;853;9;407114;407124;10;63;10;10;6207;78;114;36;1690;1;0;70;9905;3;9;53;9;1;1;17993;9542;1;1;-2303;1954;1
1333;1343;10;1638648;1638668;20;147;22;20;15513;91;127;36;1690;1;0;70;4107;265;5;59;4545;1;1;21673;1;1301;5;-1755;3359;1
1110;1118;8;2817680;2817695;15;77;11;15;8602;98;125;27;1692;1;0;70;6785;3583;5333;47;7273;1;1;18865;9031;11761;4667;-1272;2288;1
787;798;11;2887288;2887307;19;137;21;19;15397;95;131;36;1690;1;0;70;9314;3445;5789;65;5238;1;1;21367;10414;12787;4211;-122;3494;1
974;985;11;3149617;3149629;12;101;15;12;10160;66;133;67;1692;1;0;70;8357;2349;9167;65;7333;1;1;20043;10414;10792;833;-2141;2432;1
1420;1595;175;23288;23316;28;2782;179;42;334869;66;159;93;1688;1;0;70;1102;4322;16;1037;9776;6667;0;34444;2243;14472;-84;-596;1;1
451;480;29;683320;683341;21;293;50;29;41492;133;151;18;1364;1;0;70;6613;5189;7241;213;58;7241;0;24669;14624;13222;-2759;1063;8854;1
534;545;11;756916;756929;13;78;20;13;10621;129;148;19;1364;1;0;70;783;4545;8461;81;55;1;1;18921;10414;11139;1539;638;257;1
515;537;22;833989;833995;6;74;26;10;10476;129;151;22;1364;1;0;70;7551;4394;2727;161;8461;6;0;18692;13424;7782;-7273;106;2432;1
354;467;113;903537;903631;94;6019;211;119;541426;16;125;109;1364;1;0;70;5191;4333;8319;828;5355;7899;0;37795;20531;19731;-1681;-2972;1;1
43;55;12;1230580;1230589;9;83;14;10;9452;101;127;26;1650;1;0;70;521;2315;75;73;8571;9;0;19191;10792;9542;-25;-1103;215;1
877;888;11;1252347;1252357;10;72;13;10;8537;97;133;36;1650;1;0;70;9236;3455;9091;67;8461;1;0;18573;10414;1;-909;-737;2173;1
474;486;12;1352048;1352060;12;73;14;12;7241;86;118;32;1652;1;0;70;5738;4931;1;73;8571;1;5;18633;10792;10792;0;-2251;2583;1
1101;1116;15;1378026;1378057;31;278;32;33;23817;68;103;35;1654;1;0;70;6505;4022;4839;91;4688;9394;1;2444;11761;14914;5161;-3307;7474;1
1563;1587;24;1398598;1398603;5;80;25;11;8595;97;117;20;1652;1;0;70;787;3333;2083;145;96;4545;0;19031;13802;699;-7917;-1606;2288;1
300;312;12;1430061;1430075;14;83;15;14;9956;101;134;33;1652;1;0;70;3632;5059;8571;73;8;1;1;19191;10792;11461;1429;-629;2901;1
102;119;17;1446788;1446835;47;409;65;53;47513;103;132;29;1654;1;0;70;1233;4881;3617;103;2615;8868;1;26117;12305;16721;6383;-924;9648;1
138;151;13;1733458;1733471;13;102;15;13;10855;95;118;23;1650;1;0;70;1673;3965;1;79;8667;1;5;20086;11139;11139;0;-1686;2914;1
588;596;8;1751958;1751967;9;55;10;9;6243;96;127;31;1650;1;0;70;7127;2361;8889;49;8;1;1;17404;9031;9542;1111;-1132;1773;1
469;492;23;3881283;3881300;17;155;28;17;17114;92;129;37;1650;1;0;70;5685;6036;7391;139;8214;1;0;21903;13617;12305;-2609;-1374;6438;1
1300;1308;8;3976070;3976080;10;57;11;10;6396;97;126;29;1650;1;0;70;4146;2875;8;49;7273;1;1;17559;9031;1;2;-1234;1852;1
823;830;7;176554;176567;13;74;12;13;6557;76;102;26;1652;1;0;100;9952;1868;5385;42;5833;1;1;18692;8451;11139;4615;-3077;1965;1
1317;1327;10;222011;222032;21;145;16;21;13334;67;118;51;1650;1;0;100;3915;3095;4762;61;625;1;1;21614;1;13222;5238;-2816;3509;1
1067;1077;10;450677;450688;11;82;14;11;8485;90;116;26;1712;1;0;100;7418;2546;9091;58;7143;1;1;19138;1;10414;909;-1916;2173;1
1386;1401;15;1299250;1299257;7;53;20;12;6554;113;141;28;1710;1;0;100;3614;4952;4667;88;75;5833;0;17243;11761;8451;-5333;-339;2116;1
1162;1174;12;1895154;1895167;13;71;21;15;9944;131;151;20;1364;1;0;120;2786;5449;9231;88;5714;8667;1;18513;10792;11139;769;942;2739;1
971;980;9;659476;659488;12;78;13;12;8448;89;129;40;1652;1;0;80;8136;2778;75;55;6923;1;1;18921;9542;10792;25;-1539;215;1
1568;1578;10;698409;698420;11;89;12;11;8193;78;103;25;1652;1;0;80;896;1909;9091;6;8333;1;1;19494;1;10414;909;-2808;2173;1
762;774;12;1519328;1519344;16;149;16;16;16217;95;125;30;1656;1;0;80;9203;224;75;72;75;1;1;21732;10792;12041;25;-1497;3241;1
21;74;53;5367324;5367377;53;784;66;54;82565;67;133;66;1648;1;0;80;255;7209;1;322;803;9815;5;28943;17243;17243;0;-1772;1;1
1163;1171;8;2016193;2016200;7;52;8;7;6293;104;142;38;1620;1;0;70;5543;714;875;49;1;1;0;1716;9031;8451;-125;-545;1622;1
331;347;16;2077064;2077074;10;88;17;11;10515;111;132;21;1692;1;0;70;3913;45;625;95;9412;9091;0;19445;12041;1;-375;-665;2792;1
462;472;10;10369596;10369620;24;150;17;24;17768;105;132;27;1360;0;1;40;6794;375;4167;74;5882;1;1;21761;1;13802;5833;-746;3977;1
788;800;12;10409376;10409388;12;110;13;12;12304;100;124;24;1360;0;1;40;8235;2361;1;88;9231;1;5;20414;10792;10792;0;-1261;2583;1
472;478;6;10440356;10440367;11;42;10;12;4998;112;125;13;1360;0;1;40;6941;3636;5454;44;6;9167;1;16233;7782;10414;4545;-703;1715;1
853;861;8;10555505;10555515;10;66;8;10;7605;97;134;37;1360;0;1;40;7338;175;8;59;1;1;1;18195;9031;1;2;-998;1852;1
860;866;6;10624922;10624934;12;49;9;13;5907;115;132;17;1360;0;1;40;7265;3194;5;44;6667;9231;1;16902;7782;10792;5;-582;1773;1
727;739;12;587412;587452;40;289;35;40;30229;75;124;49;1374;0;1;40;9243;3979;3;87;3429;1;1;24609;10792;16021;7;-1828;7659;1
513;534;21;620622;620684;62;657;53;62;73236;71;132;61;1374;0;1;40;7467;4954;3387;153;3962;1;1;28176;13222;17924;6613;-1291;9987;1
995;1002;7;66318;66328;10;45;8;10;4552;93;118;25;1358;0;1;130;5243;3571;7;52;875;1;1;16532;8451;1;3;-2097;1753;1
419;424;5;91039;91046;7;25;7;7;2576;99;110;11;1360;0;1;130;6162;2857;7143;37;7143;1;1;13979;699;8451;2857;-195;1441;1
408;416;8;945792;945807;15;81;11;15;9462;107;125;18;1360;0;1;130;6;325;5333;59;7273;1;1;19085;9031;11761;4667;-874;2288;1
329;336;7;1319063;1319076;13;68;11;13;7451;97;124;27;1360;0;1;130;4838;2528;5385;52;6364;1;1;18325;8451;11139;4615;-144;1965;1
